38991|Communications||Commercial|Embratel Star One|3225|Ariane 5 ECA|28 C-band, 16 Ku-band, entire South American region.
40733|Communications||Commercial|Embratel Star One|5634|Ariane 5 ECA|48 transponders.
41904|Communications||Commercial|Embratel Star One|6433|Ariane 5|Video and radio broadcasters, Internet service providers and direct-to-home television programming, satellite telephone calls, and high-speed data transmissions over Brazil, Mexico and other parts of Latin America.
49055|Communications||Commercial|Embratel Star One|6190|Ariane 5|Multipurpose communications satellite covering Latin America for Embratel of Brazil, carries transponders operating in Ku-, Ka-, C-, and X-band frequencies.
55072|Space Science||Commercial|Sony|10|Falcon 9|To serve as people’s “eyes” and allow them to view the Earth and stars from space.
55009|Technology Demonstration||Commercial|Scanway/German Orbital Systems|10|Falcon 9|Demonstration for optical systems
44713|Communications||Commercial|SpaceX|227|Falcon 9|Second launch of 60 satellites for SpaceX constellation.
44714|Communications||Commercial|SpaceX|227|Falcon 9|
44715|Communications||Commercial|SpaceX|227|Falcon 9|
44716|Communications||Commercial|SpaceX|227|Falcon 9|
44717|Communications||Commercial|SpaceX|227|Falcon 9|
44718|Communications||Commercial|SpaceX|227|Falcon 9|
44719|Communications||Commercial|SpaceX|227|Falcon 9|
44720|Communications||Commercial|SpaceX|227|Falcon 9|
44721|Communications||Commercial|SpaceX|227|Falcon 9|
44723|Communications||Commercial|SpaceX|227|Falcon 9|
44724|Communications||Commercial|SpaceX|227|Falcon 9|
44725|Communications||Commercial|SpaceX|227|Falcon 9|
44726|Communications||Commercial|SpaceX|227|Falcon 9|
44727|Communications||Commercial|SpaceX|227|Falcon 9|
44728|Communications||Commercial|SpaceX|227|Falcon 9|
44729|Communications||Commercial|SpaceX|227|Falcon 9|
44731|Communications||Commercial|SpaceX|227|Falcon 9|
44732|Communications||Commercial|SpaceX|227|Falcon 9|
44733|Communications||Commercial|SpaceX|227|Falcon 9|
44734|Communications||Commercial|SpaceX|227|Falcon 9|
44735|Communications||Commercial|SpaceX|227|Falcon 9|
44736|Communications||Commercial|SpaceX|227|Falcon 9|
44737|Communications||Commercial|SpaceX|227|Falcon 9|
44738|Communications||Commercial|SpaceX|227|Falcon 9|
44757|Communications||Commercial|SpaceX|227|Falcon 9|
44740|Communications||Commercial|SpaceX|227|Falcon 9|
44741|Communications||Commercial|SpaceX|227|Falcon 9|
44742|Communications||Commercial|SpaceX|227|Falcon 9|
44743|Communications||Commercial|SpaceX|227|Falcon 9|
44744|Communications||Commercial|SpaceX|227|Falcon 9|
44746|Communications||Commercial|SpaceX|227|Falcon 9|
44747|Communications||Commercial|SpaceX|227|Falcon 9|
44748|Communications||Commercial|SpaceX|227|Falcon 9|
44749|Communications||Commercial|SpaceX|227|Falcon 9|
44751|Communications||Commercial|SpaceX|227|Falcon 9|
44752|Communications||Commercial|SpaceX|227|Falcon 9|
44753|Communications||Commercial|SpaceX|227|Falcon 9|
44754|Communications||Commercial|SpaceX|227|Falcon 9|
44739|Communications||Commercial|SpaceX|227|Falcon 9|
44758|Communications||Commercial|SpaceX|227|Falcon 9|
44759|Communications||Commercial|SpaceX|227|Falcon 9|
44760|Communications||Commercial|SpaceX|227|Falcon 9|
44761|Communications||Commercial|SpaceX|227|Falcon 9|
44762|Communications||Commercial|SpaceX|227|Falcon 9|
44763|Communications||Commercial|SpaceX|227|Falcon 9|
44764|Communications||Commercial|SpaceX|227|Falcon 9|
44765|Communications||Commercial|SpaceX|227|Falcon 9|
44766|Communications||Commercial|SpaceX|227|Falcon 9|
44767|Communications||Commercial|SpaceX|227|Falcon 9|
44768|Communications||Commercial|SpaceX|227|Falcon 9|
44954|Communications||Commercial|SpaceX|227|Falcon 9|
44771|Communications||Commercial|SpaceX|227|Falcon 9|
44772|Communications||Commercial|SpaceX|227|Falcon 9|
44955|Communications||Commercial|SpaceX|227|Falcon 9|
44956|Communications||Commercial|SpaceX|227|Falcon 9|
44934|Communications||Commercial|SpaceX|227|Falcon 9|
44914|Communications||Commercial|SpaceX|227|Falcon 9|
44957|Communications||Commercial|SpaceX|227|Falcon 9|
44959|Communications||Commercial|SpaceX|227|Falcon 9|
44960|Communications||Commercial|SpaceX|227|Falcon 9|
44937|Communications||Commercial|SpaceX|227|Falcon 9|
44961|Communications||Commercial|SpaceX|227|Falcon 9|
44962|Communications||Commercial|SpaceX|227|Falcon 9|
44938|Communications||Commercial|SpaceX|227|Falcon 9|
44939|Communications||Commercial|SpaceX|227|Falcon 9|
44915|Communications||Commercial|SpaceX|227|Falcon 9|
44964|Communications||Commercial|SpaceX|227|Falcon 9|
44966|Communications||Commercial|SpaceX|227|Falcon 9|
44967|Communications||Commercial|SpaceX|227|Falcon 9|
44968|Communications||Commercial|SpaceX|227|Falcon 9|
44940|Communications||Commercial|SpaceX|227|Falcon 9|
44969|Communications||Commercial|SpaceX|227|Falcon 9|
44970|Communications||Commercial|SpaceX|227|Falcon 9|
44941|Communications||Commercial|SpaceX|227|Falcon 9|
44942|Communications||Commercial|SpaceX|227|Falcon 9|
44917|Communications||Commercial|SpaceX|227|Falcon 9|
44918|Communications||Commercial|SpaceX|227|Falcon 9|
44943|Communications||Commercial|SpaceX|227|Falcon 9|
44920|Communications||Commercial|SpaceX|227|Falcon 9|
44921|Communications||Commercial|SpaceX|227|Falcon 9|
44922|Communications||Commercial|SpaceX|227|Falcon 9|
44923|Communications||Commercial|SpaceX|227|Falcon 9|
44972|Communications||Commercial|SpaceX|227|Falcon 9|
44944|Communications||Commercial|SpaceX|227|Falcon 9|
44945|Communications||Commercial|SpaceX|227|Falcon 9|
44946|Communications||Commercial|SpaceX|227|Falcon 9|
44924|Communications||Commercial|SpaceX|227|Falcon 9|
44925|Communications||Commercial|SpaceX|227|Falcon 9|
44926|Communications||Commercial|SpaceX|227|Falcon 9|
44927|Communications||Commercial|SpaceX|227|Falcon 9|
44973|Communications||Commercial|SpaceX|227|Falcon 9|
44947|Communications||Commercial|SpaceX|227|Falcon 9|
44952|Communications||Commercial|SpaceX|227|Falcon 9|
44928|Communications||Commercial|SpaceX|227|Falcon 9|
45045|Communications||Commercial|SpaceX|227|Falcon 9|
44929|Communications||Commercial|SpaceX|227|Falcon 9|
44949|Communications||Commercial|SpaceX|227|Falcon 9|
44930|Communications||Commercial|SpaceX|227|Falcon 9|
44953|Communications||Commercial|SpaceX|227|Falcon 9|
44950|Communications||Commercial|SpaceX|227|Falcon 9|
44951|Communications||Commercial|SpaceX|227|Falcon 9|
44931|Communications||Commercial|SpaceX|227|Falcon 9|
44932|Communications||Commercial|SpaceX|227|Falcon 9|
45047|Communications||Commercial|SpaceX|227|Falcon 9|
45044|Communications||Commercial|SpaceX|227|Falcon 9|
45064|Communications||Commercial|SpaceX|227|Falcon 9|
45048|Communications||Commercial|SpaceX|227|Falcon 9|
45049|Communications||Commercial|SpaceX|227|Falcon 9|
45089|Communications||Commercial|SpaceX|227|Falcon 9|
45092|Communications||Commercial|SpaceX|227|Falcon 9|
45178|Communications||Commercial|SpaceX|227|Falcon 9|
45065|Communications||Commercial|SpaceX|227|Falcon 9|
45050|Communications||Commercial|SpaceX|227|Falcon 9|
45051|Communications||Commercial|SpaceX|227|Falcon 9|
45093|Communications||Commercial|SpaceX|227|Falcon 9|
45179|Communications||Commercial|SpaceX|227|Falcon 9|
44933|Communications||Commercial|SpaceX|227|Falcon 9|
45066|Communications||Commercial|SpaceX|227|Falcon 9|
45094|Communications||Commercial|SpaceX|227|Falcon 9|
45095|Communications||Commercial|SpaceX|227|Falcon 9|
45052|Communications||Commercial|SpaceX|227|Falcon 9|
45079|Communications||Commercial|SpaceX|227|Falcon 9|
45067|Communications||Commercial|SpaceX|227|Falcon 9|
45081|Communications||Commercial|SpaceX|227|Falcon 9|
45096|Communications||Commercial|SpaceX|227|Falcon 9|
45080|Communications||Commercial|SpaceX|227|Falcon 9|
45198|Communications||Commercial|SpaceX|227|Falcon 9|
45053|Communications||Commercial|SpaceX|227|Falcon 9|
45054|Communications||Commercial|SpaceX|227|Falcon 9|
45055|Communications||Commercial|SpaceX|227|Falcon 9|
45056|Communications||Commercial|SpaceX|227|Falcon 9|
45057|Communications||Commercial|SpaceX|227|Falcon 9|
45082|Communications||Commercial|SpaceX|227|Falcon 9|
45068|Communications||Commercial|SpaceX|227|Falcon 9|
45058|Communications||Commercial|SpaceX|227|Falcon 9|
45059|Communications||Commercial|SpaceX|227|Falcon 9|
45060|Communications||Commercial|SpaceX|227|Falcon 9|
45071|Communications||Commercial|SpaceX|227|Falcon 9|
45072|Communications||Commercial|SpaceX|227|Falcon 9|
45061|Communications||Commercial|SpaceX|227|Falcon 9|
45073|Communications||Commercial|SpaceX|227|Falcon 9|
45062|Communications||Commercial|SpaceX|227|Falcon 9|
45074|Communications||Commercial|SpaceX|227|Falcon 9|
45084|Communications||Commercial|SpaceX|227|Falcon 9|
45075|Communications||Commercial|SpaceX|227|Falcon 9|
45090|Communications||Commercial|SpaceX|227|Falcon 9|
45078|Communications||Commercial|SpaceX|227|Falcon 9|
45085|Communications||Commercial|SpaceX|227|Falcon 9|
45076|Communications||Commercial|SpaceX|227|Falcon 9|
45086|Communications||Commercial|SpaceX|227|Falcon 9|
45088|Communications||Commercial|SpaceX|227|Falcon 9|
45098|Communications||Commercial|SpaceX|227|Falcon 9|
45087|Communications||Commercial|SpaceX|227|Falcon 9|
45099|Communications||Commercial|SpaceX|227|Falcon 9|
45219|Communications||Commercial|SpaceX|227|Falcon 9|
45221|Communications||Commercial|SpaceX|227|Falcon 9|
45083|Communications||Commercial|SpaceX|227|Falcon 9|
45222|Communications||Commercial|SpaceX|227|Falcon 9|
45180|Communications||Commercial|SpaceX|227|Falcon 9|
45100|Communications||Commercial|SpaceX|227|Falcon 9|
45101|Communications||Commercial|SpaceX|227|Falcon 9|
45102|Communications||Commercial|SpaceX|227|Falcon 9|
45103|Communications||Commercial|SpaceX|227|Falcon 9|
45199|Communications||Commercial|SpaceX|227|Falcon 9|
45201|Communications||Commercial|SpaceX|227|Falcon 9|
45181|Communications||Commercial|SpaceX|227|Falcon 9|
45182|Communications||Commercial|SpaceX|227|Falcon 9|
45183|Communications||Commercial|SpaceX|227|Falcon 9|
45202|Communications||Commercial|SpaceX|227|Falcon 9|
45184|Communications||Commercial|SpaceX|227|Falcon 9|
45204|Communications||Commercial|SpaceX|227|Falcon 9|
45380|Communications||Commercial|SpaceX|227|Falcon 9|
45205|Communications||Commercial|SpaceX|227|Falcon 9|
45206|Communications||Commercial|SpaceX|227|Falcon 9|
45207|Communications||Commercial|SpaceX|227|Falcon 9|
45208|Communications||Commercial|SpaceX|227|Falcon 9|
45223|Communications||Commercial|SpaceX|227|Falcon 9|
45400|Communications||Commercial|SpaceX|227|Falcon 9|
45225|Communications||Commercial|SpaceX|227|Falcon 9|
45185|Communications||Commercial|SpaceX|227|Falcon 9|
45226|Communications||Commercial|SpaceX|227|Falcon 9|
45210|Communications||Commercial|SpaceX|227|Falcon 9|
45227|Communications||Commercial|SpaceX|227|Falcon 9|
45228|Communications||Commercial|SpaceX|227|Falcon 9|
45186|Communications||Commercial|SpaceX|227|Falcon 9|
45187|Communications||Commercial|SpaceX|227|Falcon 9|
45229|Communications||Commercial|SpaceX|227|Falcon 9|
45230|Communications||Commercial|SpaceX|227|Falcon 9|
45188|Communications||Commercial|SpaceX|227|Falcon 9|
45189|Communications||Commercial|SpaceX|227|Falcon 9|
45212|Communications||Commercial|SpaceX|227|Falcon 9|
45213|Communications||Commercial|SpaceX|227|Falcon 9|
45214|Communications||Commercial|SpaceX|227|Falcon 9|
45190|Communications||Commercial|SpaceX|227|Falcon 9|
45232|Communications||Commercial|SpaceX|227|Falcon 9|
45191|Communications||Commercial|SpaceX|227|Falcon 9|
45192|Communications||Commercial|SpaceX|227|Falcon 9|
45233|Communications||Commercial|SpaceX|227|Falcon 9|
45193|Communications||Commercial|SpaceX|227|Falcon 9|
45194|Communications||Commercial|SpaceX|227|Falcon 9|
45195|Communications||Commercial|SpaceX|227|Falcon 9|
45234|Communications||Commercial|SpaceX|227|Falcon 9|
45196|Communications||Commercial|SpaceX|227|Falcon 9|
45215|Communications||Commercial|SpaceX|227|Falcon 9|
45235|Communications||Commercial|SpaceX|227|Falcon 9|
45236|Communications||Commercial|SpaceX|227|Falcon 9|
45399|Communications||Commercial|SpaceX|227|Falcon 9|
45401|Communications||Commercial|SpaceX|227|Falcon 9|
45402|Communications||Commercial|SpaceX|227|Falcon 9|
45381|Communications||Commercial|SpaceX|227|Falcon 9|
45403|Communications||Commercial|SpaceX|227|Falcon 9|
45404|Communications||Commercial|SpaceX|227|Falcon 9|
45571|Communications||Commercial|SpaceX|227|Falcon 9|
45366|Communications||Commercial|SpaceX|227|Falcon 9|
45405|Communications||Commercial|SpaceX|227|Falcon 9|
45382|Communications||Commercial|SpaceX|227|Falcon 9|
45406|Communications||Commercial|SpaceX|227|Falcon 9|
45383|Communications||Commercial|SpaceX|227|Falcon 9|
45384|Communications||Commercial|SpaceX|227|Falcon 9|
45197|Communications||Commercial|SpaceX|227|Falcon 9|
45237|Communications||Commercial|SpaceX|227|Falcon 9|
45217|Communications||Commercial|SpaceX|227|Falcon 9|
45386|Communications||Commercial|SpaceX|227|Falcon 9|
45367|Communications||Commercial|SpaceX|227|Falcon 9|
45387|Communications||Commercial|SpaceX|227|Falcon 9|
45407|Communications||Commercial|SpaceX|227|Falcon 9|
45368|Communications||Commercial|SpaceX|227|Falcon 9|
45369|Communications||Commercial|SpaceX|227|Falcon 9|
45408|Communications||Commercial|SpaceX|227|Falcon 9|
45360|Communications||Commercial|SpaceX|227|Falcon 9|
45388|Communications||Commercial|SpaceX|227|Falcon 9|
45370|Communications||Commercial|SpaceX|227|Falcon 9|
45409|Communications||Commercial|SpaceX|227|Falcon 9|
45389|Communications||Commercial|SpaceX|227|Falcon 9|
45390|Communications||Commercial|SpaceX|227|Falcon 9|
45417|Communications||Commercial|SpaceX|227|Falcon 9|
45371|Communications||Commercial|SpaceX|227|Falcon 9|
45372|Communications||Commercial|SpaceX|227|Falcon 9|
45391|Communications||Commercial|SpaceX|227|Falcon 9|
45392|Communications||Commercial|SpaceX|227|Falcon 9|
45393|Communications||Commercial|SpaceX|227|Falcon 9|
45394|Communications||Commercial|SpaceX|227|Falcon 9|
45411|Communications||Commercial|SpaceX|227|Falcon 9|
45551|Communications||Commercial|SpaceX|227|Falcon 9|
45373|Communications||Commercial|SpaceX|227|Falcon 9|
45412|Communications||Commercial|SpaceX|227|Falcon 9|
45395|Communications||Commercial|SpaceX|227|Falcon 9|
45413|Communications||Commercial|SpaceX|227|Falcon 9|
45418|Communications||Commercial|SpaceX|227|Falcon 9|
45374|Communications||Commercial|SpaceX|227|Falcon 9|
45361|Communications||Commercial|SpaceX|227|Falcon 9|
45375|Communications||Commercial|SpaceX|227|Falcon 9|
45396|Communications||Commercial|SpaceX|227|Falcon 9|
45376|Communications||Commercial|SpaceX|227|Falcon 9|
45377|Communications||Commercial|SpaceX|227|Falcon 9|
45362|Communications||Commercial|SpaceX|227|Falcon 9|
45397|Communications||Commercial|SpaceX|227|Falcon 9|
45419|Communications||Commercial|SpaceX|227|Falcon 9|
45414|Communications||Commercial|SpaceX|227|Falcon 9|
45378|Communications||Commercial|SpaceX|227|Falcon 9|
45398|Communications||Commercial|SpaceX|227|Falcon 9|
45364|Communications||Commercial|SpaceX|227|Falcon 9|
45415|Communications||Commercial|SpaceX|227|Falcon 9|
45365|Communications||Commercial|SpaceX|227|Falcon 9|
45416|Communications||Commercial|SpaceX|227|Falcon 9|
45379|Communications||Commercial|SpaceX|227|Falcon 9|
45572|Communications||Commercial|SpaceX|227|Falcon 9|
45573|Communications||Commercial|SpaceX|227|Falcon 9|
45553|Communications||Commercial|SpaceX|227|Falcon 9|
45574|Communications||Commercial|SpaceX|227|Falcon 9|
45554|Communications||Commercial|SpaceX|227|Falcon 9|
45575|Communications||Commercial|SpaceX|227|Falcon 9|
45555|Communications||Commercial|SpaceX|227|Falcon 9|
45576|Communications||Commercial|SpaceX|227|Falcon 9|
45531|Communications||Commercial|SpaceX|227|Falcon 9|
45577|Communications||Commercial|SpaceX|227|Falcon 9|
45578|Communications||Commercial|SpaceX|227|Falcon 9|
45579|Communications||Commercial|SpaceX|227|Falcon 9|
45580|Communications||Commercial|SpaceX|227|Falcon 9|
45556|Communications||Commercial|SpaceX|227|Falcon 9|
45581|Communications||Commercial|SpaceX|227|Falcon 9|
45557|Communications||Commercial|SpaceX|227|Falcon 9|
45582|Communications||Commercial|SpaceX|227|Falcon 9|
45532|Communications||Commercial|SpaceX|227|Falcon 9|
45583|Communications||Commercial|SpaceX|227|Falcon 9|
45534|Communications||Commercial|SpaceX|227|Falcon 9|
45558|Communications||Commercial|SpaceX|227|Falcon 9|
45584|Communications||Commercial|SpaceX|227|Falcon 9|
45559|Communications||Commercial|SpaceX|227|Falcon 9|
45560|Communications||Commercial|SpaceX|227|Falcon 9|
45586|Communications||Commercial|SpaceX|227|Falcon 9|
45561|Communications||Commercial|SpaceX|227|Falcon 9|
45587|Communications||Commercial|SpaceX|227|Falcon 9|
45535|Communications||Commercial|SpaceX|227|Falcon 9|
45697|Communications||Commercial|SpaceX|227|Falcon 9|
45536|Communications||Commercial|SpaceX|227|Falcon 9|
45562|Communications||Commercial|SpaceX|227|Falcon 9|
45563|Communications||Commercial|SpaceX|227|Falcon 9|
45564|Communications||Commercial|SpaceX|227|Falcon 9|
45565|Communications||Commercial|SpaceX|227|Falcon 9|
45566|Communications||Commercial|SpaceX|227|Falcon 9|
45588|Communications||Commercial|SpaceX|227|Falcon 9|
45567|Communications||Commercial|SpaceX|227|Falcon 9|
45538|Communications||Commercial|SpaceX|227|Falcon 9|
45568|Communications||Commercial|SpaceX|227|Falcon 9|
45589|Communications||Commercial|SpaceX|227|Falcon 9|
45590|Communications||Commercial|SpaceX|227|Falcon 9|
45569|Communications||Commercial|SpaceX|227|Falcon 9|
45540|Communications||Commercial|SpaceX|227|Falcon 9|
45541|Communications||Commercial|SpaceX|227|Falcon 9|
45698|Communications||Commercial|SpaceX|227|Falcon 9|
45542|Communications||Commercial|SpaceX|227|Falcon 9|
45543|Communications||Commercial|SpaceX|227|Falcon 9|
45544|Communications||Commercial|SpaceX|227|Falcon 9|
45545|Communications||Commercial|SpaceX|227|Falcon 9|
45546|Communications||Commercial|SpaceX|227|Falcon 9|
45570|Communications||Commercial|SpaceX|227|Falcon 9|
45547|Communications||Commercial|SpaceX|227|Falcon 9|
45548|Communications||Commercial|SpaceX|227|Falcon 9|
45550|Communications||Commercial|SpaceX|227|Falcon 9|
45750|Communications||Commercial|SpaceX|227|Falcon 9|
45677|Communications||Commercial|SpaceX|227|Falcon 9|
45678|Communications||Commercial|SpaceX|227|Falcon 9|
45679|Communications||Commercial|SpaceX|227|Falcon 9|
45680|Communications||Commercial|SpaceX|227|Falcon 9|
45681|Communications||Commercial|SpaceX|227|Falcon 9|
45682|Communications||Commercial|SpaceX|227|Falcon 9|
45699|Communications||Commercial|SpaceX|227|Falcon 9|
45683|Communications||Commercial|SpaceX|227|Falcon 9|
45700|Communications||Commercial|SpaceX|227|Falcon 9|
45684|Communications||Commercial|SpaceX|227|Falcon 9|
45685|Communications||Commercial|SpaceX|227|Falcon 9|
45701|Communications||Commercial|SpaceX|227|Falcon 9|
45686|Communications||Commercial|SpaceX|227|Falcon 9|
45702|Communications||Commercial|SpaceX|227|Falcon 9|
45703|Communications||Commercial|SpaceX|227|Falcon 9|
45688|Communications||Commercial|SpaceX|227|Falcon 9|
45704|Communications||Commercial|SpaceX|227|Falcon 9|
45705|Communications||Commercial|SpaceX|227|Falcon 9|
45706|Communications||Commercial|SpaceX|227|Falcon 9|
45707|Communications||Commercial|SpaceX|227|Falcon 9|
45689|Communications||Commercial|SpaceX|227|Falcon 9|
45690|Communications||Commercial|SpaceX|227|Falcon 9|
45691|Communications||Commercial|SpaceX|227|Falcon 9|
45692|Communications||Commercial|SpaceX|227|Falcon 9|
45693|Communications||Commercial|SpaceX|227|Falcon 9|
45708|Communications||Commercial|SpaceX|227|Falcon 9|
45694|Communications||Commercial|SpaceX|227|Falcon 9|
45695|Communications||Commercial|SpaceX|227|Falcon 9|
45709|Communications||Commercial|SpaceX|227|Falcon 9|
45696|Communications||Commercial|SpaceX|227|Falcon 9|
45710|Communications||Commercial|SpaceX|227|Falcon 9|
45711|Communications||Commercial|SpaceX|227|Falcon 9|
45712|Communications||Commercial|SpaceX|227|Falcon 9|
45713|Communications||Commercial|SpaceX|227|Falcon 9|
45714|Communications||Commercial|SpaceX|227|Falcon 9|
45715|Communications||Commercial|SpaceX|227|Falcon 9|
45658|Communications||Commercial|SpaceX|227|Falcon 9|
45659|Communications||Commercial|SpaceX|227|Falcon 9|
45660|Communications||Commercial|SpaceX|227|Falcon 9|
45661|Communications||Commercial|SpaceX|227|Falcon 9|
45662|Communications||Commercial|SpaceX|227|Falcon 9|
45663|Communications||Commercial|SpaceX|227|Falcon 9|
45665|Communications||Commercial|SpaceX|227|Falcon 9|
45666|Communications||Commercial|SpaceX|227|Falcon 9|
45667|Communications||Commercial|SpaceX|227|Falcon 9|
45668|Communications||Commercial|SpaceX|227|Falcon 9|
45669|Communications||Commercial|SpaceX|227|Falcon 9|
45670|Communications||Commercial|SpaceX|227|Falcon 9|
45671|Communications||Commercial|SpaceX|227|Falcon 9|
45672|Communications||Commercial|SpaceX|227|Falcon 9|
45673|Communications||Commercial|SpaceX|227|Falcon 9|
45674|Communications||Commercial|SpaceX|227|Falcon 9|
45675|Communications||Commercial|SpaceX|227|Falcon 9|
45769|Communications||Commercial|SpaceX|227|Falcon 9|
45676|Communications||Commercial|SpaceX|227|Falcon 9|
45730|Communications||Commercial|SpaceX|227|Falcon 9|
45770|Communications||Commercial|SpaceX|227|Falcon 9|
45771|Communications||Commercial|SpaceX|227|Falcon 9|
45751|Communications||Commercial|SpaceX|227|Falcon 9|
45731|Communications||Commercial|SpaceX|227|Falcon 9|
45732|Communications||Commercial|SpaceX|227|Falcon 9|
45733|Communications||Commercial|SpaceX|227|Falcon 9|
45734|Communications||Commercial|SpaceX|227|Falcon 9|
45772|Communications||Commercial|SpaceX|227|Falcon 9|
45735|Communications||Commercial|SpaceX|227|Falcon 9|
45736|Communications||Commercial|SpaceX|227|Falcon 9|
45738|Communications||Commercial|SpaceX|227|Falcon 9|
45739|Communications||Commercial|SpaceX|227|Falcon 9|
45753|Communications||Commercial|SpaceX|227|Falcon 9|
45754|Communications||Commercial|SpaceX|227|Falcon 9|
45755|Communications||Commercial|SpaceX|227|Falcon 9|
45740|Communications||Commercial|SpaceX|227|Falcon 9|
45741|Communications||Commercial|SpaceX|227|Falcon 9|
45742|Communications||Commercial|SpaceX|227|Falcon 9|
45773|Communications||Commercial|SpaceX|227|Falcon 9|
45743|Communications||Commercial|SpaceX|227|Falcon 9|
45756|Communications||Commercial|SpaceX|227|Falcon 9|
45774|Communications||Commercial|SpaceX|227|Falcon 9|
45757|Communications||Commercial|SpaceX|227|Falcon 9|
45758|Communications||Commercial|SpaceX|227|Falcon 9|
45775|Communications||Commercial|SpaceX|227|Falcon 9|
45776|Communications||Commercial|SpaceX|227|Falcon 9|
45777|Communications||Commercial|SpaceX|227|Falcon 9|
45778|Communications||Commercial|SpaceX|227|Falcon 9|
45779|Communications||Commercial|SpaceX|227|Falcon 9|
45759|Communications||Commercial|SpaceX|227|Falcon 9|
45760|Communications||Commercial|SpaceX|227|Falcon 9|
45780|Communications||Commercial|SpaceX|227|Falcon 9|
45781|Communications||Commercial|SpaceX|227|Falcon 9|
45782|Communications||Commercial|SpaceX|227|Falcon 9|
45762|Communications||Commercial|SpaceX|227|Falcon 9|
45744|Communications||Commercial|SpaceX|227|Falcon 9|
45764|Communications||Commercial|SpaceX|227|Falcon 9|
45745|Communications||Commercial|SpaceX|227|Falcon 9|
45746|Communications||Commercial|SpaceX|227|Falcon 9|
45783|Communications||Commercial|SpaceX|227|Falcon 9|
45747|Communications||Commercial|SpaceX|227|Falcon 9|
45748|Communications||Commercial|SpaceX|227|Falcon 9|
45766|Communications||Commercial|SpaceX|227|Falcon 9|
45784|Communications||Commercial|SpaceX|227|Falcon 9|
45767|Communications||Commercial|SpaceX|227|Falcon 9|
45785|Communications||Commercial|SpaceX|227|Falcon 9|
45786|Communications||Commercial|SpaceX|227|Falcon 9|
46065|Communications||Commercial|SpaceX|260|Falcon 9|
45787|Communications||Commercial|SpaceX|227|Falcon 9|
45768|Communications||Commercial|SpaceX|227|Falcon 9|
46027|Communications||Commercial|SpaceX|260|Falcon 9|
46028|Communications||Commercial|SpaceX|260|Falcon 9|
46047|Communications||Commercial|SpaceX|260|Falcon 9|
46066|Communications||Commercial|SpaceX|260|Falcon 9|
46029|Communications||Commercial|SpaceX|260|Falcon 9|
46048|Communications||Commercial|SpaceX|260|Falcon 9|
47620|Communications||Commercial|SpaceX|260|Falcon 9|
46067|Communications||Commercial|SpaceX|260|Falcon 9|
46049|Communications||Commercial|SpaceX|260|Falcon 9|
46572|Communications||Commercial|SpaceX|260|Falcon 9|
46068|Communications||Commercial|SpaceX|260|Falcon 9|
46069|Communications||Commercial|SpaceX|260|Falcon 9|
46030|Communications||Commercial|SpaceX|260|Falcon 9|
46070|Communications||Commercial|SpaceX|260|Falcon 9|
46071|Communications||Commercial|SpaceX|260|Falcon 9|
46072|Communications||Commercial|SpaceX|260|Falcon 9|
46051|Communications||Commercial|SpaceX|260|Falcon 9|
46052|Communications||Commercial|SpaceX|260|Falcon 9|
46073|Communications||Commercial|SpaceX|260|Falcon 9|
46053|Communications||Commercial|SpaceX|260|Falcon 9|
46031|Communications||Commercial|SpaceX|260|Falcon 9|
46156|Communications||Commercial|SpaceX|260|Falcon 9|
46346|Communications||Commercial|SpaceX|260|Falcon 9|
46347|Communications||Commercial|SpaceX|260|Falcon 9|
46054|Communications||Commercial|SpaceX|260|Falcon 9|
46074|Communications||Commercial|SpaceX|260|Falcon 9|
46365|Communications||Commercial|SpaceX|260|Falcon 9|
46075|Communications||Commercial|SpaceX|260|Falcon 9|
46076|Communications||Commercial|SpaceX|260|Falcon 9|
46348|Communications||Commercial|SpaceX|260|Falcon 9|
46055|Communications||Commercial|SpaceX|260|Falcon 9|
46032|Communications||Commercial|SpaceX|260|Falcon 9|
46033|Communications||Commercial|SpaceX|260|Falcon 9|
46034|Communications||Commercial|SpaceX|260|Falcon 9|
46035|Communications||Commercial|SpaceX|260|Falcon 9|
46077|Communications||Commercial|SpaceX|260|Falcon 9|
46036|Communications||Commercial|SpaceX|260|Falcon 9|
46056|Communications||Commercial|SpaceX|260|Falcon 9|
46057|Communications||Commercial|SpaceX|260|Falcon 9|
46078|Communications||Commercial|SpaceX|260|Falcon 9|
46058|Communications||Commercial|SpaceX|260|Falcon 9|
46037|Communications||Commercial|SpaceX|260|Falcon 9|
46079|Communications||Commercial|SpaceX|260|Falcon 9|
46038|Communications||Commercial|SpaceX|260|Falcon 9|
46080|Communications||Commercial|SpaceX|260|Falcon 9|
46039|Communications||Commercial|SpaceX|260|Falcon 9|
46059|Communications||Commercial|SpaceX|260|Falcon 9|
46081|Communications||Commercial|SpaceX|260|Falcon 9|
46060|Communications||Commercial|SpaceX|260|Falcon 9|
46061|Communications||Commercial|SpaceX|260|Falcon 9|
46062|Communications||Commercial|SpaceX|260|Falcon 9|
46349|Communications||Commercial|SpaceX|260|Falcon 9|
46040|Communications||Commercial|SpaceX|260|Falcon 9|
46063|Communications||Commercial|SpaceX|260|Falcon 9|
46082|Communications||Commercial|SpaceX|260|Falcon 9|
46083|Communications||Commercial|SpaceX|260|Falcon 9|
46041|Communications||Commercial|SpaceX|260|Falcon 9|
46042|Communications||Commercial|SpaceX|260|Falcon 9|
