38109|Earth Observation|Radar Imaging|Military|National Reconnaissance Office (NRO)||Delta 4|Amateur observers speculate that this is part of the FIA.
39462|Earth Observation|Radar Imaging|Military|National Reconnaissance Office (NRO)||Atlas 5|US reconnaissance satellite, part of the only remaining element of the Future Imaging Architecture programme, equipped with an imaging radar. Orbit plane is 90° away in RA from each of the two earlier launches.
41334|Earth Observation|Radar Imaging|Military|National Reconnaissance Office (NRO)||Delta 4|
43145|Earth Observation|Radar Imaging|Military|National Reconnaissance Office (NRO)||Delta 4|
42831|Earth Observation/Space Science|Automatic Identification System (AIS)|Civil|University of Stuttgart|120|Soyuz-2.1a|Technology demonstration, tracking of near-earth objects, AIS
20253|Communications||Military|US Navy|2310|Atlas Centaur|Old system replaced by UFO satellites; this satellite still operational as of 2009.
42920|Earth Observation|Optical Imaging|Government|National Space Organization|525|Falcon 9|Taiwan's first indigenous designed and manufactured satellite.
24920|Earth Observation|Radar Imaging|Government|Los Alamos National Laboratory|215|Pegasus XL|Electronic equipment for detecting, analyzing and recording bursts of radio energy (nuclear tests) from near Earth's surface (nonproliferation); study lightning; plastic satellite bus.
48250|Technology Development||Government|Jihua Laboratory|70|Long March 6|Test out an “ultra-lightweight camera design.
43770|Communications||Civil|AMSAT-NA|1.5|Falcon 9|Part of SSO-A Smallsat Express launch. University-developed payload.
46292|Earth Observation||Government|Copernicus Land and Marine Environment services|10|Vega|First European satellite to demonstrate how onboard artificial intelligence can improve the efficiency of sending Earth observation data back to Earth. This revolutionary artificial intelligence technology will fly on one of the two Cube…
46293|Earth Observation||Government|Copernicus Land and Marine Environment services|10|Vega|
39444|Communications||Civil|AMSAT-UK|1|Dnepr|Aimed for its transmissions to be received easily be received by schools and colleges and decoded in the classroom. It's purpose is to provide stimulation and encouragement for students to become interested Science, Technology, Engineeri…
26038|Communications||Commercial|PanAmSat (Intelsat S.A.)|4488|Ariane 4|Voice and video communications; 24 C-band, 40 Ku-band; North America, Brazil. Solar panels very degraded - will serve for DTH applications.
27715|Communications||Commercial|PanAmSat (Intelsat S.A.)|1760|Ariane 5|Voice, video and data transmissions; 24 C-band; North and South America.
27954|Communications||Commercial|PanAmSat (Intelsat S.A.)/Sky Perfect JSAT Corp.|4060|Zenit 3|Horizons 1 is Ku-band payload; C-band is on Galaxy 13.
28790|Communications||Commercial|PanAmSat (Intelsat S.A.)|2086|Soyuz-Fregat|24 C-band transponders; North America, Caribbean.
28884|Communications||Commercial|PanAmSat (Intelsat S.A.)|2033|Ariane 5|North America, Alaska, Hawaii, Caribbean; 24 C-band transponders, 2 L-band transponders for transmission of navigational data; anomaly in 4/10 left Intelsat out of communication with the satellite.
29236|Communications||Commercial|PanAmSat (Intelsat S.A.)|4640|Zenit 3SL|24 C-band, 24 Ku-band; CONUS coverage.
31307|Communications||Commercial|Intelsat S.A.|4100|Ariane 5 ECA|24 C-band, 24 Ku-band transponders; service to North America.
32951|Communications||Commercial|Intelsat S.A.|4642|Zenit 3SL|Advanced cable television and data, North America; 24 Ku-band, 24 C-band transponders.
33376|Communications||Commercial|Intelsat S.A.|4690|Zenit 3SL|50-state coverage, in addition to reaching the Caribbean, Canada and Mexico, to video, government and network customers.
24812|Communications||Commercial|Intelsat S.A.|3515|Proton K|24 C-band, 28 Ku-band; U.S., southern Canada, Mexico, Caribbean.
28702|Communications||Commercial|Intelsat S.A.|5493|Zenit 3SL|28 C-band, 36 Ku-band, 24 Ka-band; video and data transmissions to all countries in North and South America.
46114|Communications||Commercial|Intelsat S.A.|3298|Ariane 5|
54026|Communications||Commercial|Intelsat S.A.|3650|Falcon 9|
54027|Communications||Commercial|Intelsat S.A.|3695|Falcon 9|
27445|Communications||Commercial|PanAmSat (Intelsat S.A.)/DirecTV, Inc.|4860|Zenit 3SL|Direct-to-home broadcast of video and Internet; 24 C-band, 16 Ku-band; North America. DirecTV leases transponders for broadcast to Latin America.
40128|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|733|Soyuz-ST|Placed into wrong orbit, subsequently maneuvered into orbit where it can work with Galileo constellation.
41549|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|723|Soyuz-ST|
41550|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|723|Soyuz-ST|
41860|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|723|Ariane 5|
41861|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|723|Ariane 5|
41862|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|723|Ariane 5|
43055|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|715|Ariane 5|
43056|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|715|Ariane 5|
43057|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|715|Ariane 5|
43058|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|715|Ariane 5|
43566|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|715|Ariane 5 ES|
40129|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|733|Soyuz-ST|Placed into wrong orbit, subsequently maneuvered into orbit where it can work with Galileo constellation.
43567|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|715|Ariane 5 ES|
43564|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|715|Ariane 5 ES|
43565|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|715|Ariane 5 ES|
49809|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|733|Soyuz-ST|
49810|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|733|Soyuz-ST|
40544|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|723|Soyuz-ST|
40545|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|723|Soyuz-ST|
40889|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|723|Soyuz-ST|
40890|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|723|Soyuz-ST|
41859|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|723|Ariane 5|
41175|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|723|Soyuz-ST|
41174|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|723|Soyuz-ST|
37847|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|700|Soyuz-Fregat|Operational nucleus of the full 30-satellite constellation.
37846|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|700|Soyuz-Fregat|Operational nucleus of the full 30-satellite constellation.
38857|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|700|Soyuz-Fregat|Operational nucleus of the full 30-satellite constellation.
38858|Navigation/Global Positioning||Commercial|European Space Agency (ESA)|700|Soyuz-Fregat|Operational nucleus of the full 30-satellite constellation. Partial failure in 2014.
55084|Technology Development||Commercial|Gama|10|Falcon 9|Technology development - test of solar sail.
39150|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|1000|Long March 2D|Possibly for cartography; will work in system to combine data from different sources.
43259|Earth Observation|Optical Imaging|Government|China’s Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture|805|Long March 4C|
43260|Earth Observation|Optical Imaging|Government|China’s Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture|805|Long March 4C|
43262|Earth Observation|Optical Imaging|Government|China’s Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture|805|Long March 4C|
43461|Earth Observation|Hyperspectral Imaging|Government|China’s Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture|805|Long March 4C|Survey global land and water resources, air pollutants, greenhouse gases and other environmental parameters.
43484|Earth Observation|Optical Imaging|Government|China’s Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture|1064|Long March 2D|Similar to Gaofen 1 with improved cameras.
44622|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|1000|Long March 4C|
43585|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|1000|Long March 4B|
46396|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|1000|Long March 4B|Resolution better than one meter.
49492|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|3000|Long March 4B|
44819|Earth Observation|Radar Imaging|Government|China National Academy of Sciences (CNSAS)|1000|Long March 4C|
48079|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|3000|Long March 4C|Will assist in land surveys, urban planning, and agriculture monitoring.
52912|Earth Observation|Radar Imaging|Government|China National Academy of Sciences (CNSAS)|3000|Long March 4C|
46610|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|1000|Long March 3B|Possible replacement for Gaofen 4.
55912|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|4600|Long March 3B|Nominally part of the civilian China High-resolution Earth Observation System (CHEOS).
47231|Earth Observation|Optical Stereo Imaging|Government|China National Academy of Sciences (CNSAS)|1000|Long March 3B|Gather global three-dimensional, stereo imagery.
40118|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|1000|Long March 4B|The primary users of the satellite will be the Ministry of Land and Resources, the Ministry of Housing and Urban-Rural Development, the Ministry of Transport, and the State Forestry Administration,
41727|Earth Observation|Radar Imaging|Government|State Oceanic Administration (SOA)|1000|Long March 4C|Part of the China High-resolution Earth Observation System, or CHEOS, a network of satellites supplying near-realtime data to Chinese government agencies.
49495|Earth Observation|Radar Imaging|Government|China's Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture|2500|Long March 4B|Capture high-resolution all-weather imagery of Earth from its position in orbit. Carrying a C-band synthetic aperture radar.
52200|Earth Observation|Radar Imaging|Government|China's Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture|2500|Long March 4C|Synthetic Aperture Radar (SAR)
41194|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|4600|Long March 3B|China's first earth observation satellite in GEO.
49122|Earth Observation|Hyperspectral Imaging|Government|China National Academy of Sciences (CNSAS)|4200|Long March 4C|Hyperspectral imaging.
44703|Earth Observation|Optical Imaging|Government|Ministry of Natural Resources/Ministry of Housing and Urban-Rural Development/National Bureau of Statistics|9|Long March 4B|Collect three-dimensional mapping imagery.
40701|Earth Observation|Optical Imaging|Military|People's Liberation Army (C41)|1000|Long March 4B|Optical satellite planned under the civilian China High-resolution Earth Observation System (CHEOS).
40894|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|1000|Long March 2D|Will provide sub-meter class resolution optical images for city planning, road network design, land ownership determination, etc. purposes
45625|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|1000|Long March 2D|
45794|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|1000|Long March 2D|Gaofen satellites are equipped variously with optical, infrared and radar imaging observatories.
46025|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|1000|Long March 2D|
46232|Earth Observation|Optical Imaging|Government|China National Academy of Sciences (CNSAS)|1000|Long March 2D|
45856|Earth Observation|Multispectral Imaging|Government|China's Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture||Long March 4B|Multi-Spectral imager; country's highest definition civilian camera.
41121|Communications||Military|Ministry of Defense|5000|Proton M|Data relay communications satellite.
39430|Technology Development||Commercial|GomSpace ApS|5|Dnepr|Principal purpose is to evaluate use of satellites to monitor ABS-B data transmissions from commercial aircraft on trans-oceanic routes.
43065|Earth Observation||Government|Japan Aerospace Exploration Agency (JAXA)|2200|H2A|Make “surface and atmospheric measurements related to the carbon cycle and radiation budget, such as clouds, aerosols, ocean color, vegetation, and snow and ice.”
51097|Communications||Military/Commercial|Air Force Research Laboratory/Globalstar|4|LauncherOne|Test connectivity between a cubesat and the commercial satellite company, Globalstar.
40657|Technology Development||Government|NearSpace Launch/Air Force Research Laboratory|10|Atlas 5|
47234|Space Science||Government|Chinese Academy of Sciences|150|Long March 11|Detect electromagnetic counterparts of gravitational waves, high-energy radiation from fast radio bursts, various gamma-ray bursts, and magnetar flares.
47235|Space Science||Government|Chinese Academy of Sciences|150|Long March 11|
52785|Earth Observation/Navigation||Commercial|Geespace|100|Long March 2|First of planned constellation to cover self-driving cars.
52786|Earth Observation/Navigation||Commercial|Geespace|100|Long March 2|First of planned constellation to cover self-driving cars.
52787|Earth Observation/Navigation||Commercial|Geespace|100|Long March 2|First of planned constellation to cover self-driving cars.
52788|Earth Observation/Navigation||Commercial|Geespace|100|Long March 2|First of planned constellation to cover self-driving cars.
52789|Earth Observation/Navigation||Commercial|Geespace|100|Long March 2|First of planned constellation to cover self-driving cars.
52790|Earth Observation/Navigation||Commercial|Geespace|100|Long March 2|First of planned constellation to cover self-driving cars.
52791|Earth Observation/Navigation||Commercial|Geespace|100|Long March 2|First of planned constellation to cover self-driving cars.
52792|Earth Observation/Navigation||Commercial|Geespace|100|Long March 2|First of planned constellation to cover self-driving cars.
52793|Earth Observation/Navigation||Commercial|Geespace|100|Long March 2|First of planned constellation to cover self-driving cars.
29252|Technology Development||Commercial|Bigelow Aerospace|1360|Dnepr|Prototype for space hotel; inflatable spacecraft.
31789|Technology Development||Commercial|Bigelow Aerospace|1360|Dnepr|Second prototype for space hotel; inflatable spacecraft.
41579|Earth Science||Military|Ministry of Defense|900|Rokot|Designed to measure variations in the Earth’s gravitational field, to build a high-precision geodetic network in the geocentric coordinate system, as well as study continental plate motion, tides, the Earth’s rotation and coordinates of…
44517|Earth Science||Military|Ministry of Defense|900|Rokot|Designed to measure variations in the Earth’s gravitational field, to build a high-precision geodetic network in the geocentric coordinate system, as well as study continental plate motion, tides, the Earth’s rotation and coordinates of…
43823|Earth Observation|Meteorology|Government|Korea Meteorological Administration/National Meteorological Satellite Center|3507|Ariane 5|Will monitor meteorological events on earth as well as study space weather. Carries the Advanced Meteorological Imager, a 16-channel camera built by Harris Corp. in Fort Wayne, Indiana
45246|Earth Observation|Meteorology|Government|Korea Meteorological Administration/National Meteorological Satellite Center|3379|Ariane 5|
33331|Earth Observation|Optical Imaging|Government/Commercial|DigitalGlobe Corporation|1955|Delta 2|Remote sensing for both commercial customers and the National Geospatial-Intelligence Agency (NGA), GeoEye-1 is capable of acquiring image data at 0.41 meter panchromatic and 1.65 meter multispectral resolution. Experienced an antenna an…
22049|Space Science||Government|Institute of Space and Astronautical Science (ISAS)/NASA/ESA|980|Delta 2|Study the dynamics of the Earth's magnetotail over a wide range of distance
48962|Earth Observation||Government|Marshall Intec|3|Falcon 9|Space-based tracking of falcon migration.
46278|Earth Science||Commercial|GHGSat, Inc.|15|Vega|Greenhouse gas detection - small fleet planned.
47509|Earth Science||Commercial|GHGSat, Inc.|15|Falcon 9|
56204|Earth Science||Commercial|GHGSat, Inc.|15|Falcon 9|
56209|Earth Science||Commercial|GHGSat, Inc.|15|Falcon 9|
56186|Earth Science||Commercial|GHGSat, Inc.|15|Falcon 9|
41602|Earth Science||Commercial|GHGSat, Inc.|15|PSLV XL|Demonstration satellite for a constellation monitoring emissions and greenhouse gases.
56195|Earth Observation|Hyperspectral Imaging|Commercial|Orbital Sidekick|85|Falcon 9|
56197|Earth Observation|Hyperspectral Imaging|Commercial|Orbital Sidekick|85|Falcon 9|
38337|Earth Observation|Earth Science|Government|Japan Aerospace Exploration Agency (JAXA)|1900|H2A|First of a series of satellites to study water circulation systems in the Earth's atmosphere; July 2012 took up lead position in A-Train.
52888|Communications||Commercial|Globalstar|715|Falcon 9|
25652|Communications||Commercial|Globalstar|450|Soyuz U|
31571|Communications||Commercial|Globalstar|450|Soyuz-Fregat|
32265|Communications||Commercial|Globalstar|450|Soyuz-Fregat|
32263|Communications||Commercial|Globalstar|450|Soyuz-Fregat|
31573|Communications||Commercial|Globalstar|450|Soyuz-Fregat|
32264|Communications||Commercial|Globalstar|450|Soyuz-Fregat|
31576|Communications||Commercial|Globalstar|450|Soyuz-Fregat|
31574|Communications||Commercial|Globalstar|450|Soyuz-Fregat|
37193|Communications||Commercial|Globalstar|700|Soyuz-Fregat|
37189|Communications||Commercial|Globalstar|700|Soyuz-Fregat|
37192|Communications||Commercial|Globalstar|700|Soyuz-Fregat|
37190|Communications||Commercial|Globalstar|700|Soyuz-Fregat|
37191|Communications||Commercial|Globalstar|700|Soyuz-Fregat|
39076|Communications||Commercial|Globalstar|700|Soyuz.2.1a/Fregat|
37188|Communications||Commercial|Globalstar|700|Soyuz-Fregat|First of second generation.
38041|Communications||Commercial|Globalstar|700|Soyuz-2.1a/Fregat|
37743|Communications||Commercial|Globalstar|700|Soyuz-2.1a|
38042|Communications||Commercial|Globalstar|700|Soyuz-2.1a/Fregat|
37739|Communications||Commercial|Globalstar|700|Soyuz-2.1a|
38040|Communications||Commercial|Globalstar|700|Soyuz-2.1a/Fregat|Continuation of second generation.
37742|Communications||Commercial|Globalstar|700|Soyuz-2.1a|
38045|Communications||Commercial|Globalstar|700|Soyuz-2.1a/Fregat|
37740|Communications||Commercial|Globalstar|700|Soyuz-2.1a|
37744|Communications||Commercial|Globalstar|700|Soyuz-2.1a|
38044|Communications||Commercial|Globalstar|700|Soyuz-2.1a/Fregat|
37741|Communications||Commercial|Globalstar|700|Soyuz-2.1a|
38043|Communications||Commercial|Globalstar|700|Soyuz-2.1a/Fregat|
39073|Communications||Commercial|Globalstar|700|Soyuz.2.1a/Fregat|
39074|Communications||Commercial|Globalstar|700|Soyuz.2.1a/Fregat|
39077|Communications||Commercial|Globalstar|700|Soyuz.2.1a/Fregat|
39075|Communications||Commercial|Globalstar|700|Soyuz.2.1a/Fregat|
39072|Communications||Commercial|Globalstar|700|Soyuz.2.1a/Fregat|
54031|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Soyuz-2.1b|
37372|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|935|Soyuz-2|Next generation. Will transmit more navigation signals. Five channels, four in L1 andL2 bands and one for civilian aplications in the L3 band.
40315|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|935|Soyuz-2.1b|Also carries a COSPAS/SARSAT transponder.
46805|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Soyuz-2.1b|
52984|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|974|Soyuz-2.1b|
29670|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1480|Proton K|
29671|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1480|Proton K|
32276|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1480|Proton K|
32275|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1480|Proton K|
32393|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1480|Proton M|
32395|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1480|Proton M|
36111|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Proton M|
36400|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Proton M|
36402|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Proton M|
36112|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Proton M|
36401|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Proton M|
37139|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Proton M|
37867|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Proton M|
37868|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Proton M|
37869|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Proton M|
39155|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Soyuz-2|
41330|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Soyuz-2.1b|
42939|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Soyuz-2.1b|
41554|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Soyuz-2.1b|
40001|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Soyuz-2.1b|
43508|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Soyuz-2.1b|
43687|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Soyuz-2.1b|
44299|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Soyuz-2.1b|
44850|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Soyuz-2.1a|
45358|Navigation/Global Positioning||Military/Commercial|Ministry of Defense|1415|Soyuz-2.1b|
47346|Communications||Commercial|OHB SE (Orbitale Hochtechnologie Bremen)|50|Electron|Thought to be pathfinder for LEO communications constellation.
46266|Earth Science||Commercial|PlanetiQ|30|Falcon 9|Planned 20 satellite constellation.
48910|Earth Science||Commercial|PlanetiQ|30|Falcon 9|
52158|Earth Science||Commercial|PlanetiQ|30|Falcon 9|
29155|Earth Observation|Earth Science/Meterology|Military|US Air Force|3200|Delta 4|Retired in 2018, turned over to the Air Force to fill a gap in their forecasting. Will supply data critical for fast, accurate forecasts and warnings for severe weather, including tornadoes, winter storms and hurricanes.
35491|Earth Observation|Earth Science/Meterology|Government|NOAA (National Oceanographic and Atmospheric Administration)|3200|Delta 4|Spare.
36411|Earth Observation|Earth Science/Meterology|Government|NOAA (National Oceanographic and Atmospheric Administration)|3175|Delta 4|
41866|Earth Observation|Earth Science/Meterology|Government|NOAA (National Oceanographic and Atmospheric Administration)|5192|Atlas 5|Carries the Advanced Baseline Imager, the sophisticated digital camera that offers more embedded data at higher resolution taken in quicker intervals than ever before.
43226|Earth Observation|Earth Science/Meterology|Government|NOAA (National Oceanographic and Atmospheric Administration)|5211|Atlas 5|
51850|Earth Observation|Earth Science/Meterology|Government|NOAA (National Oceanographic and Atmospheric Administration)|5209|Atlas 5|Carries search and rescue package.
41875|Earth Observation|Optical Imaging|Military|Turkish Ministry of National Defense|1060|Vega|Along with satellite construction, Thales Alenia Space developed a spacecraft integration and test center in Ankara as part of a technology transfer program.
39030|Earth Observation|Optical Imaging|Military|Turkish Ministry of National Defense|409|Long March 2D|High resolution earth observation. Second and third in production.
43197|Earth Observation||Military|GomSpace ApS|8|Long March 2D|Collect data for the Danish Ministry of Defense on airplane and ship movements over the Arctic region
43196|Technology Development||Government|GomSpace ApS|8|Long March 2D|Technology development.
40552|Communications||Commercial|Gonets Satcom|280|Rokot|
40553|Communications||Commercial|Gonets Satcom|280|Rokot|
40554|Communications||Commercial|Gonets Satcom|280|Rokot|
39249|Communications||Commercial|Gonets Satcom|270|Rokot|
39250|Communications||Commercial|Gonets Satcom|270|Rokot|
39251|Communications||Commercial|Gonets Satcom|270|Rokot|
40061|Communications||Commercial|Gonets Satcom|280|Rokot|
40062|Communications||Commercial|Gonets Satcom|280|Rokot|
40063|Communications||Commercial|Gonets Satcom|280|Rokot|
44905|Communications||Commercial|Gonets Satcom|280|Rokot|
44906|Communications||Commercial|Gonets Satcom|280|Rokot|
44907|Communications||Commercial|Gonets Satcom|280|Rokot|
46486|Communications||Commercial|Gonets Satcom|280|Soyuz-2.1b|
46487|Communications||Commercial|Gonets Satcom|280|Soyuz-2.1b|
46488|Communications||Commercial|Gonets Satcom|280|Soyuz-2.1b|
47227|Communications||Commercial|Gonets Satcom|280|Soyuz-2.1b|
47228|Communications||Commercial|Gonets Satcom|280|Soyuz-2.1b|
47229|Communications||Commercial|Gonets Satcom|280|Soyuz-2.1b|
43672|Earth Observation|Earth Science|Government|JAXA, Ministry of Environment, National Institute of Environmental Studies|1800|H2A|Measure greenhouse gases in Earth’s atmosphere and help scientists better quantify the role of human activity in climate change.
50999|Earth Observation|Subsurface Imaging|Commercial|Lunasonde|1|Falcon 9|Subsurface imaging for water, mineral deposits.
